Track1	Track2	x_int	y_int	ls_index_1	z1	d1	ls_index_2	z2	d2
../input_data/group_a/ch100l06.m77t.xyz	../input_data/group_a/83008911.m77t.xyz	74.74572539263399	7.240701579133315	307	-39.17976110036473	434470.95222154935	12548	-51.1	4324637.14347628
../input_data/group_a/ch100l06.m77t.xyz	../input_data/group_a/ch100l05.m77t.xyz	76.14428071942447	9.931252474820155	1	-22.37856599518282	3020.1372877637345	4865	-13.694820700142571	5830035.389477383
../input_data/group_a/ch100l06.m77t.xyz	../input_data/group_a/ch100l05.m77t.xyz	78.50186369039486	3.3429845115452963	723	-29.072721754804583	1075629.9689166986	4273	-34.6636903862275	5032679.491076891
../input_data/group_a/ch100l06.m77t.xyz	../input_data/group_a/ch100l05.m77t.xyz	78.47662621318518	3.3586709464416913	720	-30.626674415769415	1072326.1741933909	4282	-33.679509532931256	5043100.359421403
../input_data/group_a/ch100l06.m77t.xyz	../input_data/group_a/ch100l05.m77t.xyz	79.10664559604827	3.273933657314444	855	-59.10777304150843	1262069.9655675353	4190	-61.11813469358974	4935386.98812283
../input_data/group_a/ch100l06.m77t.xyz	../input_data/group_a/ch100l05.m77t.xyz	79.13128746475968	3.1792167290105198	867	-55.99936728344113	1277559.6742724886	4181	-57.99582153593478	4924492.430942156
../input_data/group_a/ch100l06.m77t.xyz	../input_data/group_a/ch100l05.m77t.xyz	79.19012245749597	2.913273395256823	899	-47.80073737264118	1319199.8855099606	4158	-49.01883958533194	4894171.03129359
../input_data/group_a/dme10.m77t.xyz	../input_data/group_a/a2093l10.m77t.xyz	54.56192544980081	-18.246897309966847	2006	-2.6930630552049593	16483339.587445697	1845	-1.8011956747580342	2803289.75328142
../input_data/group_a/dme10.m77t.xyz	../input_data/group_a/cd2387.m77t.xyz	66.91771913161466	-18.71359423337856	1778	17.644822900899527	15056721.958855465	2886	27.0	1801435.3982817691
../input_data/group_a/dme10.m77t.xyz	../input_data/group_a/ch043l02.m77t.xyz	61.34896631313433	-17.3622	1888	21.07456320402339	15670294.915443666	2821	19.41983030456056	6179785.516854758
../input_data/group_a/dme10.m77t.xyz	../input_data/group_a/ch043l02.m77t.xyz	59.41117673573334	-16.585771518812535	1920	25.489764668127158	15935084.282930128	2569	63.46241545913844	5867599.396560951
../input_data/group_a/dme10.m77t.xyz	../input_data/group_a/ch043l02.m77t.xyz	59.85687311864929	-16.429513134515766	1920	10.578031834439901	15884447.848416336	2850	-11.276140064515182	6663539.401531441
../input_data/group_a/dme10.m77t.xyz	../input_data/group_a/ch043l02.m77t.xyz	58.08117572113879	-17.075158117043916	1945	-34.34424802163734	16087266.205982514	2881	-6.575569414984581	6945522.176306475
../input_data/group_a/dme10.m77t.xyz	../input_data/group_a/ch043l02.m77t.xyz	56.096162437905356	-6.797188456026733	2519	12.352859635589496	21019757.32962165	1966	21.123758579231698	4051688.5698728706
../input_data/group_a/dme10.m77t.xyz	../input_data/group_a/ch043l02.m77t.xyz	56.29542274247358	-6.821700131967932	2519	11.388965628432832	21041949.605450425	1975	3.794589313087013	4074137.596568924
../input_data/group_a/dme10.m77t.xyz	../input_data/group_a/ch043l02.m77t.xyz	55.98465049983105	-6.783470999880235	2519	12.892304716659035	21007337.38101248	3502	-0.29500744980850047	9091748.284419786
../input_data/group_a/dme10.m77t.xyz	../input_data/group_a/ch043l02.m77t.xyz	55.60182029872695	-6.736377777523172	2519	14.744383987671734	20964695.91448826	3524	-12.409760459666938	9167504.317862993
../input_data/group_a/dme10.m77t.xyz	../input_data/group_a/ch043l02.m77t.xyz	56.78779174995022	-6.829481050595831	2521	-8.418825526345909	21105904.059165172	1995	1.8590073165646022	4128571.416211974
../input_data/group_a/dme10.m77t.xyz	../input_data/group_a/ch043l02.m77t.xyz	56.5789496833056	-6.295705153360018	2534	-35.02601212390326	21169656.706166614	3502	0.12019154743251903	9006498.522395223
../input_data/group_a/dme10.m77t.xyz	../input_data/group_a/ch043l02.m77t.xyz	60.05023576616953	-5.821490572928537	2616	-20.549205792368205	21737754.036428332	3386	-1.9305769089570084	8456921.391288156
../input_data/group_a/dme10.m77t.xyz	../input_data/group_a/ch043l02.m77t.xyz	57.50522599934417	-5.535471984667669	2557	23.378437010547607	21453944.671900846	3502	0.7677843545298815	8873533.04545352
../input_data/group_a/dme10.m77t.xyz	../input_data/group_a/ch099l05.m77t.xyz	66.32929054249625	-18.5438825716934	1790	2.0077822413608595	15121605.791527342	2589	15.445271208364845	3909224.45828749
../input_data/group_a/dme10.m77t.xyz	../input_data/group_a/ch100l05.m77t.xyz	75.55497354605178	1.4128707414065929	3043	-40.97400093981596	24268262.729101975	2943	-49.25383321994633	3608787.483334839
../input_data/group_a/dme10.m77t.xyz	../input_data/group_a/ch100l05.m77t.xyz	75.6930610298871	1.1954227661397283	3037	-33.3576448009788	24239585.053049047	3259	-43.606822407550574	3923627.0571302627
../input_data/group_a/dme10.m77t.xyz	../input_data/group_a/ch100l05.m77t.xyz	75.5961665151796	1.3453142910675098	3041	-41.5113626671355	24259454.108932838	3323	-47.941132628826054	3995481.5053552906
../input_data/group_a/dme10.m77t.xyz	../input_data/group_a/ch100l05.m77t.xyz	77.64197230416688	5.084884682610756	3183	-16.816795427067543	25259099.182262644	4448	-32.129154737938755	5256777.5315067
../input_data/group_a/dme10.m77t.xyz	../input_data/group_a/ch100l06.m77t.xyz	105.43715093323824	-6.225087980078456	721	58.1121887742442	6609591.703358252	6212	59.0233800440767	7957841.135509623
../input_data/group_a/dme10.m77t.xyz	../input_data/group_a/ch100l06.m77t.xyz	105.82372994651355	-6.032234115696582	713	39.4495900657332	6561207.897928749	6257	63.5	8005930.457899708
../input_data/group_a/dme10.m77t.xyz	../input_data/group_a/ch100l06.m77t.xyz	105.74784325323478	-6.0763307763401	715	32.320350069798685	6571166.7498052195	6247	47.48022091473162	7996195.955219887
../input_data/group_a/dme10.m77t.xyz	../input_data/group_a/ch100l06.m77t.xyz	106.15515368421053	-5.506362631578952	703	46.45271961461012	6491638.160847148	6442	45.85473685154049	8077583.298927927
../input_data/group_a/dme10.m77t.xyz	../input_data/group_a/ch100l06.m77t.xyz	106.17472495589801	-5.467612259543529	702	43.21326595799382	6486810.04077055	6456	41.91014749990121	8082692.364832619
../input_data/group_a/dme10.m77t.xyz	../input_data/group_a/ch100l06.m77t.xyz	106.1758764155588	-5.46540491137381	702	42.948431106982724	6486533.174277473	6457	41.76051208215818	8082975.781445164
../input_data/group_a/dme10.m77t.xyz	../input_data/group_a/ch100l06.m77t.xyz	106.55542461166802	-5.117988271024849	696	40.34344375231554	6428416.139066416	6559	23.322393020940353	8142867.319139349
../input_data/group_a/dme10.m77t.xyz	../input_data/group_a/ch100l06.m77t.xyz	106.27683160705881	-5.332649529606499	700	33.15063057803558	6467755.874750634	6509	40.14790061538722	8102525.023879033
../input_data/group_a/dme10.m77t.xyz	../input_data/group_a/ch100l06.m77t.xyz	76.69732388943417	4.552253727876554	3163	-36.47842668614937	25138688.452025093	554	-55.0893896576126	834148.1400089725
../input_data/group_a/elt45.m77t.xyz	../input_data/group_a/dme10.m77t.xyz	113.07465244304792	-29.20042451688924	161	-67.75827976169181	586415.1499956828	1265	-72.98073764042637	9727789.180115297
../input_data/group_a/elt45.m77t.xyz	../input_data/group_a/dme10.m77t.xyz	111.77336033561409	-29.339758677520848	197	-28.198899173198303	713970.4122364158	1297	-73.63592441283988	10163489.477011515
../input_data/group_a/elt48.m77t.xyz	../input_data/group_a/elt45.m77t.xyz	114.44186351931332	-41.05509442060086	1471	-12.596307982597217	3930106.368053503	2792	-2.0841203901616563	9076536.81572144
../input_data/group_a/elt48.m77t.xyz	../input_data/group_a/elt45.m77t.xyz	104.64855840348858	-41.0193921930834	1800	-3.3	4752366.850694542	974	10.15762565898924	3356475.4608882037
../input_data/group_a/elt48.m77t.xyz	../input_data/group_a/elt45.m77t.xyz	101.28522806012121	-33.46233194712231	4637	-172.68397851959392	12983015.78166288	679	-153.61386532598257	2373239.295007264
../input_data/group_a/elt49.m77t.xyz	../input_data/group_a/elt45.m77t.xyz	113.56174011021643	-34.722400831457264	127	-53.69592036678149	353650.9472169428	3011	-49.621046634220505	9825224.24759552
../input_data/group_a/elt49.m77t.xyz	../input_data/group_a/elt45.m77t.xyz	110.0441569370896	-51.209029252277105	770	16.85035960447541	2306037.8290063967	1406	25.52204821296587	4573885.003401125
../input_data/group_a/elt49.m77t.xyz	../input_data/group_a/elt45.m77t.xyz	101.77114832512703	-34.58866007804723	4415	16.390387724371614	12205684.499601357	731	19.861637196367305	2553126.011895995
../input_data/group_a/elt49.m77t.xyz	../input_data/group_a/elt45.m77t.xyz	109.94897421703065	-33.96262017944811	4750	17.8	13132174.179996237	3126	23.37405478465355	10199359.19592177
../input_data/group_a/elt49.m77t.xyz	../input_data/group_a/elt45.m77t.xyz	108.14553724137932	-34.68162091954023	4678	-32.97786614642621	12947872.123123813	3206	-24.242529698664477	10461775.191340802
../input_data/group_a/elt49.m77t.xyz	../input_data/group_a/elt48.m77t.xyz	109.98496492746169	-41.01322143019206	416	-18.826087820432647	1134599.2948970424	1615	-16.60683077947459	4304115.968162211
../input_data/group_a/elt49.m77t.xyz	../input_data/group_a/elt48.m77t.xyz	99.93882908269116	-40.97304146413762	4102	-6.862155714425976	11420041.838390497	1972	0.4217897749185707	5173976.7457433725
../input_data/group_a/elt54.m77t.xyz	../input_data/group_a/elt45.m77t.xyz	102.26048414706015	-35.77419407498074	549	-14.693307266817579	1313225.5868117057	770	-12.683302246089475	2693056.817260791
../input_data/group_a/elt54.m77t.xyz	../input_data/group_a/elt45.m77t.xyz	104.82507564655172	-41.296643965517234	4300	7.997205148114972	11496869.29306259	987	-5.904439637130287	3390693.5086561562
../input_data/group_a/elt54.m77t.xyz	../input_data/group_a/elt45.m77t.xyz	113.24397427688461	-34.34147320740303	4647	-40.74451586535843	12566533.735220125	3028	-42.3	9876621.430004453
../input_data/group_a/elt54.m77t.xyz	../input_data/group_a/elt48.m77t.xyz	97.64862022349911	-37.1459486999385	723	-6.906217550146599	1754317.1596132552	2126	-9.840457978133529	5657141.508425785
../input_data/group_a/elt54.m77t.xyz	../input_data/group_a/elt48.m77t.xyz	88.96875651595745	-39.808686480496455	1032	8.299113511111646	2566618.9583046664	3120	4.560169205130632	8446120.73745278
../input_data/group_a/elt54.m77t.xyz	../input_data/group_a/elt48.m77t.xyz	88.03452441892476	-40.38436213867158	1082	17.76850241394404	2686846.9262747196	3208	13.568930586197265	8562905.6297072
../input_data/group_a/elt54.m77t.xyz	../input_data/group_a/elt48.m77t.xyz	105.20164395683453	-41.027437284172656	4314	1.9257930996037784	11540328.604052281	1784	-3.069773873359377	4705963.630698034
../input_data/group_a/elt54.m77t.xyz	../input_data/group_a/elt49.m77t.xyz	100.01718850915348	-36.54432020457913	638	-18.125468407660712	1532324.6830390142	4314	-22.07432715894592	11916971.542704968
../input_data/group_a/elt54.m77t.xyz	../input_data/group_a/elt49.m77t.xyz	107.15982198842713	-34.18445656671927	328	-32.093843397751684	832376.314875245	4631	-38.82161051984978	12825794.296854572
../input_data/group_a/elt54.m77t.xyz	../input_data/group_a/elt49.m77t.xyz	115.25220155497959	-32.127770418363625	4749	-63.374117423649274	12876295.542973956	8	-71.045499177455	24849.75902992671
../input_data/group_a/elt54.m77t.xyz	../input_data/group_a/elt49.m77t.xyz	90.26041391085026	-50.17227638356697	3800	19.884548387581802	10000344.085176334	1943	4.993898307671543	5534226.680621977
../input_data/group_a/elt54.m77t.xyz	../input_data/group_a/elt49.m77t.xyz	95.08243422282163	-47.64700057800684	3958	19.818940959071504	10450798.469429526	2734	8.065777227132129	7899767.56996281
../input_data/group_a/elt54.m77t.xyz	../input_data/group_a/elt49.m77t.xyz	100.05746087007095	-44.73183481447017	4122	11.676378984230798	10952467.858029017	3909	5.231879077524298	10993047.616480716
../input_data/group_a/erdc05wt.m77t.xyz	../input_data/group_a/ch100l06.m77t.xyz	94.55407937391028	-4.354968172135159	6198	-11.587749565410638	9402999.566528842	4409	-11.558104951095942	5876758.070637357
../input_data/group_a/erdc05wt.m77t.xyz	../input_data/group_a/dme10.m77t.xyz	100.900617620575	2.9713784512471335	93	15.300171479707622	281577.0021681027	3872	12.712289904593304	30000514.062462244
../input_data/group_a/erdc05wt.m77t.xyz	../input_data/group_a/dme10.m77t.xyz	100.53494688210141	3.214577300001892	104	15.932176180002068	330708.93724500673	3867	14.231360814387855	29949644.829326153
../input_data/group_a/erdc05wt.m77t.xyz	../input_data/group_a/dme10.m77t.xyz	96.82771048467323	7.923078513992182	954	4.028343398268195	1756359.9202122923	3751	-6.876858624165952	29281226.57278306
../input_data/group_a/erdc05wt.m77t.xyz	../input_data/group_a/dme10.m77t.xyz	96.43071847077361	8.597386378996069	1053	13.146888029452981	1925389.6150640806	3733	3.4896031961321547	29194345.36292454
../input_data/group_a/erdc05wt.m77t.xyz	../input_data/group_a/dme10.m77t.xyz	94.21086846099175	12.477147548430677	1709	-28.7961769386185	2909769.9800313045	3652	-34.97816448050652	28688580.871484134
../input_data/group_a/erdc05wt.m77t.xyz	../input_data/group_a/dme10.m77t.xyz	94.71669967306077	11.6712611538602	3292	31.439938520983645	5231009.7441241555	3669	22.93070299571355	28798185.2675416
../input_data/group_a/erdc05wt.m77t.xyz	../input_data/group_a/dme10.m77t.xyz	94.72145743714451	11.660318581876373	3298	28.757996008173098	5244080.646718374	3669	21.532198673700954	28799509.04280978
../input_data/group_a/erdc05wt.m77t.xyz	../input_data/group_a/dme10.m77t.xyz	94.87580247938382	11.291010220386	3432	-2.0	5421680.889784019	3679	-7.295276696931164	28843936.602712534
../input_data/group_a/erdc05wt.m77t.xyz	../input_data/group_a/dme10.m77t.xyz	95.20854676578784	10.616971356735245	3591	-11.843027245449072	5632181.964857372	3688	-21.213448566295597	28927864.435255773
../input_data/group_a/erdc05wt.m77t.xyz	../input_data/group_a/dme10.m77t.xyz	97.48036076117762	6.827977797859461	3929	17.7807430431166	6208354.065280944	3778	10.782377057918307	29422843.66447672
../input_data/group_a/erdc05wt.m77t.xyz	../input_data/group_a/dme10.m77t.xyz	106.36239861482383	-8.640690060753329	7093	-50.31055927228151	10964942.26376563	783	-65.82864879234715	6928555.925698279
../input_data/group_a/erdc05wt.m77t.xyz	../input_data/group_a/dme10.m77t.xyz	109.55701174865379	-10.259425440256223	7668	-114.8901943848452	11652406.954967417	881	-121.85699864101902	7482554.939578795
../input_data/group_a/erdc05wt.m77t.xyz	../input_data/group_a/dme10.m77t.xyz	109.78399778625494	-10.516494753711598	7704	-87.92679368796428	11701846.460180212	886	-91.0375979926276	7522930.774066581
../input_data/group_a/ew0112.m77t.xyz	../input_data/group_a/cd2387.m77t.xyz	61.44629950970446	-8.768266665402443	3175	26.96624243287556	894398.506924054	419	1.0	269066.38905784086
../input_data/group_a/ew0112.m77t.xyz	../input_data/group_a/ch043l02.m77t.xyz	55.521581526832215	-4.582506816943596	63	63.683900851523624	8943.041313163068	1890	17.285737077685205	3787783.362829687
../input_data/group_a/ew0112.m77t.xyz	../input_data/group_a/ch043l02.m77t.xyz	55.48513792647736	-4.606997461072837	47	75.96724797448843	3523.6075617749066	3612	44.0	9408391.0975686
../input_data/group_a/ew0112.m77t.xyz	../input_data/group_a/ch043l02.m77t.xyz	55.513992392792176	-5.200960666204594	291	112.45497706227566	82661.50417350014	1894	16.50779229842137	3856976.991317856
../input_data/group_a/ew0112.m77t.xyz	../input_data/group_a/ch043l02.m77t.xyz	55.616313458646616	-5.502640375939848	405	-19.709022594867108	119389.76485164008	1906	-45.96469376635223	3892424.572251908
../input_data/group_a/ew0112.m77t.xyz	../input_data/group_a/ch043l02.m77t.xyz	56.83668664001143	-6.829601110952456	1083	40.368627504304264	335284.9304762389	1998	11.9	4133975.9159353008
../input_data/group_a/ew0112.m77t.xyz	../input_data/group_a/ch043l02.m77t.xyz	59.612431307470786	-7.710454040490969	2155	36.663517480657745	657102.9816534154	3319	1.454225654193662	8172319.967056579
../input_data/group_a/ew0112.m77t.xyz	../input_data/group_a/ch043l02.m77t.xyz	56.181839318470296	-6.621630005104578	837	56.66744671441156	259276.1804591428	3502	-0.15727140539445128	9063467.953574752
../input_data/group_a/ew0112.m77t.xyz	../input_data/group_a/ch043l02.m77t.xyz	61.75099571874999	-8.963598373579543	3303	31.242386444676495	934346.0383830715	2519	-8.270493839918297	4940030.86476264
../input_data/group_a/ew0112.m77t.xyz	../input_data/group_a/dme10.m77t.xyz	56.780676212212285	-6.811687935219915	1062	29.894553431242255	328780.6910846007	2521	-15.252479134516689	21108035.11386913
../input_data/group_a/ew0112.m77t.xyz	../input_data/group_a/dme10.m77t.xyz	82.17550564885498	-20.63833	12134	18.437404433821882	3518011.7178913374	1520	-21.251918398235397	13432543.685093869
../input_data/group_a/ew0112.m77t.xyz	../input_data/group_a/elt45.m77t.xyz	105.99261261127516	-29.724348712919564	20845	15.040663681351145	6161995.748640606	368	-16.6396986066625	1287098.1872253183
../input_data/group_a/ew0112.m77t.xyz	../input_data/group_a/elt45.m77t.xyz	105.94517400883562	-29.694000906191192	20826	11.504926457132829	6156178.655784641	371	-24.0652987704605	1298714.8198168748
../input_data/group_a/ew0112.m77t.xyz	../input_data/group_a/elt45.m77t.xyz	105.96467458743889	-29.71101917412561	20835	12.813637979409227	6158849.419074781	374	-22.445027734951367	1314212.6750432139
../input_data/group_a/ew0112.m77t.xyz	../input_data/group_a/elt45.m77t.xyz	114.82638767409074	-31.79295602621933	23621	-4.002324931692506	7050245.575587701	6	-37.33678090984704	26701.678831436293
../input_data/group_a/ew0112.m77t.xyz	../input_data/group_a/elt45.m77t.xyz	114.53807484917625	-31.73161196234671	23514	18.92888924713509	7022138.760289634	13	-14.218580081740434	54994.56985102161
../input_data/group_a/index12.m77t.xyz	../input_data/group_a/cd2387.m77t.xyz	69.59011193695892	-23.830901036128992	6133	19.5132945143365	588110.5755369175	4373	20.346846624214578	2534926.558249374
../input_data/group_a/index12.m77t.xyz	../input_data/group_a/cd2387.m77t.xyz	69.59435941226313	-23.84786941380375	6145	16.945178530434024	590704.7805497667	4377	20.0	2536863.389397565
../input_data/group_a/index12.m77t.xyz	../input_data/group_a/ch099l05.m77t.xyz	65.83558838745846	-22.64189906205368	1790	16.73466808530769	178179.999988726	2397	20.834999372419496	3450175.227503766
../input_data/group_a/index12.m77t.xyz	../input_data/group_a/ch099l05.m77t.xyz	65.84755821166908	-22.559984410663677	10397	20.850609587871393	1008890.8936486592	2402	26.9296261052026	3459372.9373608944
../input_data/group_a/indp12wt.m77t.xyz	../input_data/group_a/dme10.m77t.xyz	97.20828848664476	7.282098090061702	14	7.9186452830367235	21658.483439713338	3766	2.6585873536492213	29364028.770665217
../input_data/group_a/indp12wt.m77t.xyz	../input_data/group_a/erdc05wt.m77t.xyz	96.38885181201555	6.260027570457055	115	-0.043246807216620387	182145.3384991235	383	1.9824239748487724	908577.099656547
../input_data/group_a/indp12wt.m77t.xyz	../input_data/group_a/erdc05wt.m77t.xyz	96.27578008892617	6.026361784233586	124	-11.123618376551171	211292.29342775073	4049	-11.365969232900307	6378674.872350017
../input_data/group_a/indp12wt.m77t.xyz	../input_data/group_a/erdc05wt.m77t.xyz	95.79211536744874	6.033742125359581	145	-6.474251142282384	287870.30472503667	4083	6.697439044621836	6432346.415767142
../input_data/group_a/indp12wt.m77t.xyz	../input_data/group_a/erdc05wt.m77t.xyz	94.8261031274158	6.114512042404499	247	6.371308770332465	546318.0815360312	4136	10.665496533240095	6541873.208294791
../input_data/group_a/indp12wt.m77t.xyz	../input_data/group_a/erdc05wt.m77t.xyz	94.93580652577634	5.462437134628544	247	18.073985216017554	619914.0030228182	4349	23.539031191803854	6826405.7944
../input_data/group_a/indp12wt.m77t.xyz	../input_data/group_a/erdc05wt.m77t.xyz	94.92550969066286	5.322017982893726	257	2.213535278132966	635678.6860527969	4364	15.121811868936305	6849958.252471273
../input_data/group_a/indp12wt.m77t.xyz	../input_data/group_a/erdc05wt.m77t.xyz	94.41593279262585	2.4027849788659523	470	-74.25143877573264	966282.6418345398	5071	-70.75479552108112	7793909.440619661
